-86.522897, 33.560223,"Taco Bell Leed..."
-86.122022, 33.594359,"Taco Bell Lincoln/..."
-84.607621, 33.77988,"Taco Bell Lithia Spring..."
-84.168202, 33.702531,"Taco Bell Lithoni..."
-84.091365, 33.692266,"Taco Bell Lithonia/..."
-84.124288, 33.352214,"Taco Bell Locust Grov..."
-85.649286, 30.22841,"Taco Bell Lynn Have..."
-86.747007, 34.752697,"Taco Bell Madiso..."
-86.749702, 34.677279,"Taco Bell Madison/..."
-85.204831, 30.769426,"Taco Bell Mariann..."
-85.183965, 30.701555,"Taco Bell Marianna/..."
-84.574871, 33.924482,"Taco Bell Mariett..."
-84.528291, 34.019885,"Taco Bell Marietta/..."
-84.624444, 33.945438,"Taco Bell Marietta/..."
-86.653669, 30.417628,"Taco Bell Mary Esthe..."
-84.177113, 33.431706,"Taco Bell McDonoug..."
-84.142253, 33.507746,"Taco Bell McDonough/..."
-86.571043, 34.872024,"Taco Bell Meridianvill..."
-87.062585, 30.606722,"Taco Bell Milto..."
-86.352962, 30.37771,"Taco Bell Miramar Beac..."
-86.215604, 32.381582,"Taco Bell Montgomer..."
-86.2172, 32.359559,"Taco Bell Montgomery/..."
-86.269979, 32.364153,"Taco Bell Montgomery/..."
-86.325015, 32.326279,"Taco Bell Montgomery/..."
-84.330193, 33.568475,"Taco Bell Morro..."
-84.338763, 33.585846,"Taco Bell Morrow/..."
-87.273815, 34.482976,"Taco Bell Moulto..."
-87.667791, 34.742044,"Taco Bell Muscle Shoal..."
-86.860631, 30.401676,"Taco Bell Navarr..."
-84.771023, 33.390683,"Taco Bell Newna..."
-86.495114, 30.522572,"Taco Bell Nicevill..."
-84.174881, 33.9268,"Taco Bell Norcros..."
-84.206639, 33.909201,"Taco Bell Norcross/..."
-84.256601, 33.96715,"Taco Bell Norcross/..."
-87.575333, 33.239126,"Taco Bell Northpor..."
-86.470697, 33.949936,"Taco Bell Oneonta/..."
-85.41445, 32.637154,"Taco Bell Opelik..."
-85.826812, 33.606589,"Taco Bell Oxfor..."
-85.657311, 31.447495,"Taco Bell Ozar..."
-87.162921, 30.599281,"Taco Bell Pac..."
-85.591198, 30.157708,"Taco Bell Panama Cit..."
-85.887113, 30.221191,"Taco Bell Panama City Beac..."
-85.757511, 30.188307,"Taco Bell Panama City Beach/..."
-85.83407, 30.192338,"Taco Bell Panama City Beach/..."
-85.711394, 30.190097,"Taco Bell Panama City/..."
-84.569057, 33.375958,"Taco Bell Peachtree Cit..."
-86.278622, 33.583663,"Taco Bell Pell Cit..."
-87.266033, 30.349378,"Taco Bell Pensacol..."
-87.206052, 30.478469,"Taco Bell Pensacola/..."
-87.240548, 30.445296,"Taco Bell Pensacola/..."
-87.276755, 30.404679,"Taco Bell Pensacola/..."
-87.219719, 30.511463,"Taco Bell Pensacola/..."
-87.299702, 30.45806,"Taco Bell Pensacola/..."
-87.262229, 30.533164,"Taco Bell Pensacola/..."
-85.030559, 32.48032,"Taco Bell Phenix Cit..."
-85.610591, 33.933808,"Taco Bell Piedmont/..."
-86.67977, 33.696915,"Taco Bell Pinso..."
-84.671275, 33.858934,"Taco Bell Powder Spring..."
-86.450833, 32.462502,"Taco Bell Prattvill..."
-85.848196, 34.492949,"Taco Bell Rainsvill..."
-85.136345, 34.901154,"Taco Bell Ringgol..."
-84.413382, 33.564151,"Taco Bell Riverdal..."
-85.039649, 34.011096,"Taco Bell Rockmar..."
-85.161119, 34.244093,"Taco Bell Rome/..."
-85.229599, 34.272015,"Taco Bell Rome/..."
-84.334729, 34.027895,"Taco Bell Roswel..."
-87.7164, 34.518362,"Taco Bell Russellvill..."
-86.034065, 34.649837,"Taco Bell Scottsbor..."
-87.036154, 32.431612,"Taco Bell Selm..."
-84.670408, 33.407997,"Taco Bell Sharpsbur..."
-84.023179, 33.856516,"Taco Bell Snellvill..."
-86.023705, 33.929611,"Taco Bell Southsid..."
-87.851786, 30.669595,"Taco Bell Spanish For..."
-84.237566, 33.504658,"Taco Bell Stockbridg..."
-84.275044, 33.549829,"Taco Bell Stockbridge/..."
-84.107251, 33.824114,"Taco Bell Stone Mountai..."
-84.224516, 33.796264,"Taco Bell Stone Mountain/..."
-84.165997, 34.072957,"Taco Bell Suwane..."
-84.07354, 34.063779,"Taco Bell Suwanee/..."
-84.049344, 34.026711,"Taco Bell Suwanee/..."
-86.081123, 33.435038,"Taco Bell Talladeg..."
-84.249817, 30.506038,"Taco Bell Tallahasse..."
-84.315552, 30.486758,"Taco Bell Tallahassee/..."
-84.35516, 30.459515,"Taco Bell Tallahassee/..."
-84.306815, 30.449122,"Taco Bell Tallahassee/..."
-84.220516, 30.427835,"Taco Bell Tallahassee/..."
-84.280756, 30.409891,"Taco Bell Tallahassee/..."
-85.285442, 33.736104,"Taco Bell Tallapoos..."
-86.770582, 33.58567,"Taco Bell Tarran..."
-84.333108, 32.917123,"Taco Bell Thomasto..."
-84.016497, 30.783349,"Taco Bell Thomasvill..."
-87.737701, 31.935914,"Taco Bell Thomasville/..."
-85.519289, 34.8709,"Taco Bell Trenton/..."
-85.936073, 31.777472,"Taco Bell Tro..."
-86.614754, 33.63933,"Taco Bell Trussvill..."
-84.209277, 33.854978,"Taco Bell Tucke..."
-87.569628, 33.205302,"Taco Bell Tuscaloos..."
-87.521815, 33.168176,"Taco Bell Tuscaloosa/..."
-85.692774, 32.422457,"Taco Bell Tuskege..."
-84.540661, 33.569202,"Taco Bell Union Cit..."
-85.174771, 32.827744,"Taco Bell Valle..."
-84.937891, 33.724109,"Taco Bell Villa Ric..."
-86.820487, 33.810924,"Taco Bell Warrio..."
-86.20775, 32.524115,"Taco Bell Wetumpk..."
-87.757477, 33.926654,"Taco Bell Winfiel..."
-84.56005, 34.113051,"Taco Bell Woodstoc..."
